,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,renovated_less_10yrs,has_basement,District,Distance_to_School_ft,mean_price
24,1202000200,11/3/2014,233000,3,2,1710,4697,1.5,0,0,5,6,1710,0,1941,0,98002,47.3048,-122.218,1030,4705,0,0,AUBURN,1619.769994,504976.9292
25,1794500383,6/26/2014,937000,3,1.75,2450,2691,2,0,0,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760,3573,0,1,SEATTLE,697.687056,504976.9292
26,3303700376,12/1/2014,667000,3,1,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,0,0,SEATTLE,1362.118771,504976.9292
27,5101402488,6/24/2014,438000,3,1.75,1520,6380,1,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,0,1,SEATTLE,1535.955062,504976.9292
28,1873100390,3/2/2015,719000,4,2.5,2570,7173,2,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,0,0,LAKE WASHINGTON,3442.964078,504976.9292
29,8562750320,11/10/2014,580500,3,2.5,2320,3980,2,0,0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,0,0,ISSAQUAH,6135.24817,504976.9292
30,2426039314,12/1/2014,280000,2,1.5,1190,1265,3,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756,0,0,SEATTLE,1186.090541,504976.9292
31,461000390,6/24/2014,687500,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,0,1,SEATTLE,1333.495733,504976.9292
32,7589200193,11/10/2014,535000,3,1,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,0,0,SEATTLE,1989.230285,504976.9292
33,7955080270,12/3/2014,322500,4,2.75,2060,6659,1,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,0,1,KENT,1361.591088,504976.9292
34,9547205180,6/13/2014,696000,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,0,1,SEATTLE,2176.237536,504976.9292
35,9435300030,5/28/2014,550000,4,1,1660,34848,1,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,0,1,LAKE WASHINGTON,1551.592786,504976.9292
36,2768000400,12/30/2014,640000,4,2,2360,6000,2,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,0,0,SEATTLE,59.2957728,504976.9292
37,7895500070,2/13/2015,240000,4,1,1220,8075,1,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,0,1,FEDERAL WAY,697.9541712,504976.9292
38,2078500320,6/20/2014,605000,4,2.5,2620,7553,2,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,0,0,RENTON,3070.880736,504976.9292
39,5547700270,7/15/2014,625000,4,2.5,2570,5520,2,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,0,0,LAKE WASHINGTON,1016.574082,504976.9292
40,7766200013,8/11/2014,775000,4,2.25,4220,24186,1,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,0,1,HIGHLINE,4729.038019,504976.9292
41,7203220400,7/7/2014,861990,5,2.75,3595,5639,2,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,0,0,LAKE WASHINGTON,1260.922344,504976.9292
42,9270200160,10/28/2014,685000,3,1,1570,2280,2,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,0,0,SEATTLE,485.8585776,504976.9292
43,1432701230,7/29/2014,309000,3,1,1280,9656,1,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,0,1,RENTON,1928.414822,504976.9292
44,8035350320,7/18/2014,488000,3,2.5,3160,13603,2,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,0,0,RIVERVIEW,1640.948443,504976.9292
45,8945200830,3/25/2015,210490,3,1,990,8528,1,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,0,0,FEDERAL WAY,1435.679995,504976.9292
46,4178300310,7/16/2014,785000,4,2.5,2290,13416,2,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,0,0,BELLEVUE,568.985472,504976.9292
47,9215400105,4/28/2015,450000,3,1.75,1250,5963,1,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,0,0,SEATTLE,973.4607696,504976.9292
48,822039084,3/11/2015,1350000,3,2.5,2753,65005,1,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,0,1,VASHON ISLAND,7080.913594,504976.9292
49,5245600105,9/16/2014,228000,3,1,1190,9199,1,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,0,0,HIGHLINE,1306.532832,504976.9292
50,7231300125,2/17/2015,345000,5,2.5,3150,9134,1,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,0,1,RENTON,1812.141144,504976.9292
51,7518505990,12/31/2014,600000,3,1.75,1410,4080,1,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,0,1,SEATTLE,1661.359286,504976.9292
52,3626039271,2/5/2015,585000,2,1.75,1980,8550,1,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,0,1,SEATTLE,2253.660182,504976.9292
53,4217401195,3/3/2015,920000,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,0,1,SEATTLE,2010.791429,504976.9292
54,9822700295,5/12/2014,885000,4,2.5,2830,5000,2,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,0,0,SEATTLE,3123.312509,504976.9292
55,9478500640,8/19/2014,292500,4,2.5,2250,4495,2,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,0,0,KENT,1887.057427,504976.9292
56,2799800710,4/7/2015,301000,3,2.5,2420,4750,2,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,0,0,KENT,1509.709502,504976.9292
57,7922800400,8/27/2014,951000,5,3.25,3250,14342,2,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,0,0,BELLEVUE,1003.370544,504976.9292
58,8079040320,2/23/2015,430000,4,3,1850,9976,2,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,0,0,RENTON,1759.720934,504976.9292
59,1516000055,12/10/2014,650000,3,2.25,2150,21235,1,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,0,1,HIGHLINE,2975.099266,504976.9292
60,9558200045,8/28/2014,289000,3,1.75,1260,8400,1,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,0,0,HIGHLINE,1727.69747,504976.9292
61,5072410070,10/21/2014,505000,3,1.75,2519,8690,2,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,0,0,HIGHLINE,4478.827426,504976.9292
62,9528102996,12/7/2014,549000,3,1.75,1540,1044,3,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,0,0,SEATTLE,1799.921904,504976.9292
63,1189001180,6/3/2014,425000,3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,0,1,SEATTLE,1434.968093,504976.9292
64,3253500160,11/20/2014,317625,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,0,1,SEATTLE,340.03992,504976.9292
65,3394100030,9/9/2014,975000,4,2.5,2720,11049,2,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,0,0,BELLEVUE,3338.986358,504976.9292
66,3717000160,10/9/2014,287000,4,2.5,2240,4648,2,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,0,0,FEDERAL WAY,1798.744464,504976.9292
67,1274500060,8/25/2014,204000,3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,0,0,KENT,2422.153114,504976.9292
68,1802000060,6/12/2014,1330000,5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,0,1,BELLEVUE,872.8918704,504976.9292
69,1525059190,9/12/2014,1040000,5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,0,1,LAKE WASHINGTON,4797.410957,504976.9292
70,1049000060,1/5/2015,325000,3,2,1260,5612,1,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,0,0,NORTHSHORE,2216.830229,504976.9292
71,8820901275,6/10/2014,571000,4,2,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,0,1,SEATTLE,2893.916837,504976.9292
72,5416510140,7/10/2014,360000,4,2.5,2380,5000,2,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,0,0,TAHOMA,2107.890048,504976.9292
73,3444100400,3/16/2015,349000,3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,0,1,KENT,3320.616658,504976.9292
74,3276920270,11/5/2014,832500,4,4,3430,35102,2,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,0,1,ISSAQUAH,4299.112699,504976.9292
75,4036801170,10/13/2014,380000,4,1.75,1760,7300,1,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,0,1,BELLEVUE,1062.028757,504976.9292
76,2391600320,4/20/2015,480000,3,1,1040,5060,1,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,0,0,SEATTLE,990.34716,504976.9292
77,6300000287,6/9/2014,410000,3,1,1410,5060,1,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,0,1,SEATTLE,3402.571181,504976.9292
78,1531000030,3/23/2015,720000,4,2.5,3450,39683,2,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,0,0,TAHOMA,3500.453246,504976.9292
79,5104520400,12/2/2014,390000,3,2.5,2350,5100,2,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,0,0,TAHOMA,4350.637579,504976.9292
80,7437100340,12/22/2014,360000,4,2.5,1900,5889,2,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,0,0,TAHOMA,1643.132515,504976.9292
81,9418400240,10/28/2014,355000,2,1,2020,6720,1,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,0,1,SEATTLE,1339.278758,504976.9292
82,1523059105,1/28/2015,356000,3,1.5,1680,8712,1,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,0,0,RENTON,667.7641872,504976.9292
83,1133000671,6/2/2014,315000,3,1,960,6634,1,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,0,0,SEATTLE,1150.764701,504976.9292
84,4232902595,11/14/2014,940000,3,1.5,2140,3600,2,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,0,1,SEATTLE,1879.196458,504976.9292
85,2599001200,11/3/2014,305000,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,0,0,AUBURN,2019.78311,504976.9292
86,3342103156,6/18/2014,461000,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,0,1,RENTON,1989.276221,504976.9292
87,1332700270,5/19/2014,215000,2,2.25,1610,2040,2,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,0,0,RENTON,885.6527856,504976.9292
88,3869900162,9/4/2014,335000,2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,0,1,SEATTLE,482.0839584,504976.9292
89,2791500270,5/22/2014,243500,4,2.5,1980,7403,2,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,0,0,FEDERAL WAY,4004.294765,504976.9292
90,5036300431,3/11/2015,1100000,5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,0,0,SEATTLE,2177.731723,504976.9292
91,4168000060,2/26/2015,153000,3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,0,0,FEDERAL WAY,1020.544219,504976.9292
92,6021501535,7/25/2014,430000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,0,1,SEATTLE,772.729056,504976.9292
93,6021501535,7/25/2014,430000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,0,1,SEATTLE,772.729056,504976.9292
94,6021501535,12/23/2014,700000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,0,1,SEATTLE,772.729056,504976.9292
95,6021501535,12/23/2014,700000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,0,1,SEATTLE,772.729056,504976.9292
96,1483300570,9/8/2014,905000,4,2.5,3300,10250,1,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,0,1,MERCER ISLAND,7206.404093,504976.9292
97,3422049190,3/30/2015,247500,3,1.75,1960,15681,1,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,0,0,FEDERAL WAY,1746.822422,504976.9292
98,1099611230,9/12/2014,199000,4,1.5,1160,6400,1,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,0,0,FEDERAL WAY,1358.243885,504976.9292
99,722079104,7/11/2014,314000,3,1.75,1810,41800,1,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,0,1,TAHOMA,14163.49583,504976.9292
100,7338200240,5/16/2014,437500,3,2.5,2320,36847,2,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,0,0,SNOQUALMIE VALLEY,3706.7448,504976.9292
101,1952200240,6/11/2014,850830,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,0,1,SEATTLE,640.5319536,504976.9292
102,5200100125,10/27/2014,555000,3,2,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,0,1,SEATTLE,894.311616,504976.9292
103,7214720075,12/12/2014,699950,3,2.25,2190,107593,2,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,0,0,NORTHSHORE,5131.203528,504976.9292
104,2450000295,10/7/2014,1090000,3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,0,0,BELLEVUE,3030.374741,504976.9292
105,6197800045,9/24/2014,290000,3,1,1210,33919,1,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,0,0,RENTON,1267.666541,504976.9292
106,1328310370,4/2/2015,375000,3,2.5,2340,10005,1,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,0,1,KENT,2842.271573,504976.9292
107,546000875,5/23/2014,460000,3,1,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,0,1,SEATTLE,2273.314613,504976.9292
108,3530510041,7/23/2014,188500,2,1.75,1240,2493,1,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,0,0,HIGHLINE,4009.846843,504976.9292
109,1853000400,3/5/2015,680000,4,2.5,3140,28037,2,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,0,0,NORTHSHORE,5249.085864,504976.9292
110,3134100116,8/27/2014,470000,5,1.75,2030,12342,2,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,0,0,BELLEVUE,2338.783814,504976.9292
111,9545230140,7/25/2014,597750,4,2.5,2310,9624,2,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,0,0,ISSAQUAH,2011.295827,504976.9292
112,3362400511,3/4/2015,570000,3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,0,1,SEATTLE,2161.168205,504976.9292
113,2525310310,9/16/2014,272500,3,1.75,1540,12600,1,0,0,4,7,1160,0,1980,0,98038,47.3624,-122.031,1540,11656,0,0,TAHOMA,1803.782218,504976.9292
114,6126500060,11/24/2014,329950,3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,0,1,SEATTLE,1797.388349,504976.9292
115,8961960160,10/28/2014,480000,4,2.5,3230,16171,2,0,0,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,0,1,AUBURN,2773.694827,504976.9292
116,3626039325,11/21/2014,740500,3,3.5,4380,6350,2,0,0,3,8,2780,0,1900,0,98117,47.6981,-122.368,1830,6350,0,0,SEATTLE,2409.911275,504976.9292
117,3362400431,6/26/2014,518500,3,3.5,1590,1102,3,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,0,0,SEATTLE,1795.774253,504976.9292
118,4060000240,6/23/2014,205425,2,1,880,6780,1,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,0,0,RENTON,2021.858098,504976.9292
119,3454800060,1/8/2015,171800,4,2,1570,9600,1,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,0,0,HIGHLINE,1406.19996,504976.9292
120,1695900060,5/11/2015,535000,4,1,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,0,0,SEATTLE,2036.877374,504976.9292
121,7278700070,1/2/2015,660000,3,2.5,2400,6474,1,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,0,1,SHORELINE,3280.78909,504976.9292
122,6675500070,11/19/2014,391500,3,2,1450,9132,1,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,0,0,LAKE WASHINGTON,1915.051354,504976.9292
123,3626039187,4/6/2015,395000,2,1,770,6000,1,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,0,0,SEATTLE,2320.45081,504976.9292
124,3524049083,11/4/2014,445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,0,1,SEATTLE,1957.784189,504976.9292
125,3275860240,6/18/2014,770000,3,2.25,2910,10204,2,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,0,0,LAKE WASHINGTON,2808.921034,504976.9292
126,4389200955,3/2/2015,1450000,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,0,1,BELLEVUE,3666.14989,504976.9292
127,4058801670,7/17/2014,445000,3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,0,1,RENTON,3523.54501,504976.9292
128,8732020310,7/17/2014,260000,4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,0,1,FEDERAL WAY,1200.87887,504976.9292
129,2331300505,6/13/2014,822500,5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,0,1,SEATTLE,3361.699862,504976.9292
130,7853210060,4/6/2015,430000,4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,0,0,SNOQUALMIE VALLEY,6367.288646,504976.9292
131,3668000070,1/5/2015,212000,3,1.75,1060,7875,1,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,0,0,AUBURN,2095.975411,504976.9292
132,9545240070,4/28/2015,660500,4,2.25,2010,9603,1,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,0,1,ISSAQUAH,2288.435794,504976.9292
133,1243100136,6/12/2014,784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,0,1,LAKE WASHINGTON,1188.451282,504976.9292
134,8929000270,5/12/2014,453246,3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,0,1,ISSAQUAH,2437.006546,504976.9292
135,2767602356,1/26/2015,675000,4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,0,0,SEATTLE,1276.5984,504976.9292
136,921049315,8/13/2014,199000,3,1.75,1320,17390,1,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,0,0,FEDERAL WAY,2422.316846,504976.9292
137,3655000070,8/5/2014,220000,4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,0,1,FEDERAL WAY,864.82308,504976.9292
138,4027700812,5/29/2014,452000,4,2.25,2590,10002,1,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,0,1,NORTHSHORE,3960.912278,504976.9292
139,3992700335,7/7/2014,382500,2,1,1190,4440,1,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,0,0,SEATTLE,1936.531925,504976.9292
140,2767603505,5/7/2014,519950,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,0,0,SEATTLE,1353.589829,504976.9292
141,4232901525,6/27/2014,665000,2,1,1110,3200,1,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,0,0,SEATTLE,981.8314704,504976.9292
142,1777500060,7/8/2014,527700,5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,0,1,BELLEVUE,2438.812358,504976.9292
143,1432900240,5/8/2015,205000,3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,0,1,RENTON,1312.326206,504976.9292
144,6140100875,4/15/2015,420000,3,1,1060,8097,1,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,0,1,SEATTLE,645.3256656,504976.9292
145,6071600370,2/27/2015,500000,4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,0,1,BELLEVUE,1234.367746,504976.9292
146,1526069017,12/3/2014,921500,4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,0,0,NORTHSHORE,4192.730098,504976.9292
147,809001525,6/25/2014,890000,4,1,2550,4000,2,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,0,1,SEATTLE,947.2650528,504976.9292
148,3224079105,8/6/2014,430000,2,2.5,2420,60984,2,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,0,0,ISSAQUAH,10676.79386,504976.9292
149,8075400570,10/30/2014,258000,5,2,2260,12500,1,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,0,1,FEDERAL WAY,3115.642675,504976.9292
